# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	LANGUAGE_FAMILY	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES
10922	Turkish	(finger)nail (n.)	tïrnak	tïrnak	t ï/ɨ r n a k	Turkic	1193	1193	1 7 5 4 7 1	AXMBYN	TIRNAK	89	89.T.C 89.I.V 89.R.c 89.N.C 89.A.V 89.K.c	2.0 1.5 1.1 1.75 1.3 0.8	tï/ɨrnak	0
10923	Turkmen	(finger)nail (n.)	dïrnaḳ	dïrnaḳ	d ï/ɨ r n a ḳ/q	Turkic	1193	1193	1 7 5 4 7 1	AXMBYN	TIRNAK	90	90.T.C 90.I.V 90.R.c 90.N.C 90.A.V 90.K.c	2.0 1.5 1.1 1.75 1.3 0.8	dï/ɨrnaḳ/q	0
10924	Tuvan	(finger)nail (n.)	dïrɣaḳ	dïrɣaḳ	d ï/ɨ r ɣ a ḳ/q	Turkic	1193	1193	1 7 5 3 7 1	AXMBYN	TIRGAK	91	91.T.C 91.I.V 91.R.c 91.G.C 91.A.V 91.K.c	2.0 1.5 1.1 1.75 1.3 0.8	dï/ɨrɣaḳ/q	0
10925	Uyghur	(finger)nail (n.)	tirmaḳ	tirmaḳ	t i r m a ḳ/q	Turkic	1193	1193	1 7 5 4 7 1	AXMBYN	TIRMAK	94	94.T.C 94.I.V 94.R.c 94.M.C 94.A.V 94.K.c	2.0 1.5 1.1 1.75 1.3 0.8	tirmaḳ/q	0
10926	Uzbek	(finger)nail (n.)	tirnɔḳ	tirnɔḳ	t i r n ɔ ḳ/q	Turkic	1193	1193	1 7 5 4 7 1	AXMBYN	TIRNUK	95	95.T.C 95.I.V 95.R.c 95.N.C 95.U.V 95.K.c	2.0 1.5 1.1 1.75 1.3 0.8	tirnɔḳ/q	0
10927	WestYugur	(finger)nail (n.)	tarmaḳ, tïrmaḳ, tïrvaḳ	tarmaḳ	t a r m a ḳ/q	Turkic	1193	1193	1 7 5 4 7 1	AXMBYN	TARMAK	96	96.T.C 96.A.V 96.R.c 96.M.C 96.A.V 96.K.c	2.0 1.5 1.1 1.75 1.3 0.8	tarmaḳ/q	0
10928	Yakut	(finger)nail (n.)	tïŋïraχ	tïŋïraχ	t ï/ɨ ŋ ï/ɨ r a χ	Turkic	1193	1193	1 7 4 7 5 7 3	AXBYBYN	TINIRAG	100	100.T.C 100.I.V 100.N.C 100.I.V 100.R.C 100.A.V 100.G.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tï/ɨŋï/ɨraχ	0
#
25607	Kagoshima	1PL pronoun	oitaʔ	oitaʔ	oi t a ʔ	Japonic	3127	3127	7 1 7 1	XBYN	UTAH	29	29.U.V 29.T.C 29.A.V 29.H.c	1.5 1.75 1.3 0.8	oitaʔ	0
25608	Koshikiislands	1PL pronoun	oidomo	oidomo	oi d o m o	Japonic	3127	3127	7 1 7 4 7	XBYBZ	UTUMU	43	43.U.V 43.T.C 43.U.V 43.M.C 43.U.V	1.5 1.75 1.3 1.75 0.8	oidomo	0
25609	Kumamoto	1PL pronoun	odon	odon	o d o n	Japonic	3127	3127	7 1 7 4	XBYN	UTUN	44	44.U.V 44.T.C 44.U.V 44.N.c	1.5 1.75 1.3 0.8	odon	0
25610	MiyakoIrabu	1PL pronoun	duu	duu	d uː	Japonic	3127	3127	1 7	AX	TY	53	53.T.C 53.Y.V	2.0 1.5	duː	0
25611	Fukuoka	1PL pronoun	atakidatɕi, ataidatɕi	atakidatɕi	a t a k i d a tɕ i	Japonic	3128	3128	7 1 7 1 7 1 7 2 7	XBYBYBYBZ	ATAKITACI	18	18.A.V 18.T.C 18.A.V 18.K.C 18.I.V 18.T.C 18.A.V 18.C.C 18.I.V	1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	atakidatɕi	0
25612	Kagoshima	1PL pronoun	ataitaʔ	ataitaʔ	a t ai t a ʔ	Japonic	3128	3128	7 1 7 1 7 1	XBYBYN	ATATAH	29	29.A.V 29.T.C 29.A.V 29.T.C 29.A.V 29.H.c	1.5 1.75 1.3 1.75 1.3 0.8	ataitaʔ	0
25613	Even	1PL pronoun	buː (mun-)	buː_	b uː	Tungusic	3129	3129	1 7	AX	PY	16	16.P.C 16.Y.V	2.0 1.5	buː	0
25614	EvenkiKamnigan	1PL pronoun	buː	buː	b uː	Tungusic	3129	3129	1 7	AX	PY	17	17.P.C 17.Y.V	2.0 1.5	buː	1
25615	Gangwon	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	20	20.W.C 20.Y.V 20.L.C 20.I.V	2.0 1.5 1.75 0.8	wuli	0
25616	Gyeonggi	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	21	21.W.C 21.Y.V 21.L.C 21.I.V	2.0 1.5 1.75 0.8	wuli	0
25617	Hezhe	1PL pronoun	bu ~ mun(u)	bu	b u	Tungusic	3129	3129	1 7	AX	PY	23	23.P.C 23.Y.V	2.0 1.5	bu	1
25618	Huzhu	1PL pronoun	buda, budasge, bunaŋGʊla	buda	b u d a	Mongolic	3129	3129	1 7 1 7	AXBZ	PYTA	24	24.P.C 24.Y.V 24.T.C 24.A.V	2.0 1.5 1.75 0.8	buda	0
25619	Hwanghae	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	25	25.W.C 25.Y.V 25.L.C 25.I.V	2.0 1.5 1.75 0.8	wuli	0
25620	Jeju	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	27	27.W.C 27.Y.V 27.L.C 27.I.V	2.0 1.5 1.75 0.8	wuli	0
25621	Korean	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	42	42.W.C 42.Y.V 42.L.C 42.I.V	2.0 1.5 1.75 0.8	wuli	0
25622	KurUrmi	1PL pronoun	muː ~ mu (mun-)	muː	m uː	Tungusic	3129	3129	4 7	AX	MY	46	46.M.C 46.Y.V	2.0 1.5	muː	0
25623	LateMiddleKorean	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	47	47.W.C 47.Y.V 47.L.C 47.I.V	2.0 1.5 1.75 0.8	wuli	0
25624	Manchu	1PL pronoun	bə	bə	b ə	Tungusic	3129	3129	1 7	AX	PE	48	48.P.C 48.E.V	2.0 1.5	bə	0
25625	Minhe	1PL pronoun	budasɛ	budasɛ	b u d a s ɛ	Mongolic	3129	3129	1 7 1 7 3 7	AXBYBZ	PYTASE	52	52.P.C 52.Y.V 52.T.C 52.A.V 52.S.C 52.E.V	2.0 1.5 1.75 1.3 1.75 0.8	budasɛ	0
25626	NanaiBikin	1PL pronoun	buː (mun-)	buː_	b uː	Tungusic	3129	3129	1 7	AX	PY	55	55.P.C 55.Y.V	2.0 1.5	buː	1
25627	NanaiMiddleAmur	1PL pronoun	buə (bun- ~ bumbi-)	buə_	b u/w ə	Tungusic	3129	3129	1 6 7	ACX	PWE	56	56.P.C 56.W.C 56.E.V	2.0 1.5 1.5	bu/wə	0
25628	Negidal	1PL pronoun	bu (mun-)	bu_	b u	Tungusic	3129	3129	1 7	AX	PY	57	57.P.C 57.Y.V	2.0 1.5	bu	1
25629	NorthernChungcheong	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	60	60.W.C 60.Y.V 60.L.C 60.I.V	2.0 1.5 1.75 0.8	wuli	0
25630	NorthernEvenkiTura	1PL pronoun	bu:	bu:	b uː	Tungusic	3129	3129	1 7	AX	PY	61	61.P.C 61.Y.V	2.0 1.5	buː	1
25631	NorthernEvenkiTutonchany	1PL pronoun	buː	buː	b uː	Tungusic	3129	3129	1 7	AX	PY	62	62.P.C 62.Y.V	2.0 1.5	buː	1
25632	NorthernGyeongsang	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	63	63.W.C 63.Y.V 63.L.C 63.I.V	2.0 1.5 1.75 0.8	wuli	0
25633	NorthernHamgyong	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	64	64.W.C 64.Y.V 64.L.C 64.I.V	2.0 1.5 1.75 0.8	wuli	0
25634	NorthernJeolla	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	65	65.W.C 65.Y.V 65.L.C 65.I.V	2.0 1.5 1.75 0.8	wuli	0
25635	NorthernPyongan	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	66	66.W.C 66.Y.V 66.L.C 66.I.V	2.0 1.5 1.75 0.8	wuli	0
25636	Oroch	1PL pronoun	bu (mun-)	bu_	b u	Tungusic	3129	3129	1 7	AX	PY	72	72.P.C 72.Y.V	2.0 1.5	bu	1
25637	Orok	1PL pronoun	buː (mumbeː- ~ mun-)	buː_	b uː	Tungusic	3129	3129	1 7	AX	PY	73	73.P.C 73.Y.V	2.0 1.5	buː	0
25638	Oroqen	1PL pronoun	buː (mun-)	buː_	b uː	Tungusic	3129	3129	1 7	AX	PY	74	74.P.C 74.Y.V	2.0 1.5	buː	1
25639	ShiraYughur	1PL pronoun	budas, buda	budas	b u d a s	Mongolic	3129	3129	1 7 1 7 3	AXBYN	PYTAS	76	76.P.C 76.Y.V 76.T.C 76.A.V 76.S.c	2.0 1.5 1.75 1.3 0.8	budas	0
25640	Solon	1PL pronoun	bu (mun-)	bu_	b u	Tungusic	3129	3129	1 7	AX	PY	78	78.P.C 78.Y.V	2.0 1.5	bu	0
25641	SouthernChungcheong	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	80	80.W.C 80.Y.V 80.L.C 80.I.V	2.0 1.5 1.75 0.8	wuli	0
25642	SouthernEvenkiChiringda	1PL pronoun	buː	buː	b uː	Tungusic	3129	3129	1 7	AX	PY	81	81.P.C 81.Y.V	2.0 1.5	buː	0
25643	SouthernGyeongsang	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	83	83.W.C 83.Y.V 83.L.C 83.I.V	2.0 1.5 1.75 0.8	wuli	0
25644	SouthernHamgyong	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	84	84.W.C 84.Y.V 84.L.C 84.I.V	2.0 1.5 1.75 0.8	wuli	0
25645	SouthernJeolla	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	85	85.W.C 85.Y.V 85.L.C 85.I.V	2.0 1.5 1.75 0.8	wuli	0
25646	SouthernPyongan	1PL pronoun	wuli	wuli	w u l i	Koreanic	3129	3129	6 7 5 7	AXBZ	WYLI	86	86.W.C 86.Y.V 86.L.C 86.I.V	2.0 1.5 1.75 0.8	wuli	0
25647	StonyEvenkiPTPodkamennayaTunguska	1PL pronoun	buː (mun-)	buː_	b uː	Tungusic	3129	3129	1 7	AX	PY	87	87.P.C 87.Y.V	2.0 1.5	buː	1
25648	Udihe	1PL pronoun	bu (mun-)	bu_	b u	Tungusic	3129	3129	1 7	AX	PY	92	92.P.C 92.Y.V	2.0 1.5	bu	1
25649	Ulcha	1PL pronoun	buː ~ buə (mun-)	buː	b uː	Tungusic	3129	3129	1 7	AX	PY	93	93.P.C 93.Y.V	2.0 1.5	buː	1
25650	Xibe	1PL pronoun	bo (mon-)	bo_	b o	Tungusic	3129	3129	1 7	AX	PU	97	97.P.C 97.U.V	2.0 1.5	bo	1
25651	AmamiAsama	1PL pronoun	wakkjaa	wakkjaa	w a kː j aː	Japonic	3130	3130	6 7 1 6 7	AXBCZ	WAKJA	1	1.W.C 1.A.V 1.K.C 1.J.C 1.A.V	2.0 1.5 1.75 1.5 0.8	wakːjaː	0
25652	AmamiYamatohama	1PL pronoun	waxja	waxja	w a x j a	Japonic	3130	3130	6 7 3 6 7	AXBCZ	WAGJA	2	2.W.C 2.A.V 2.G.C 2.J.C 2.A.V	2.0 1.5 1.75 1.5 0.8	waxja	0
25653	AmamiYoron	1PL pronoun	waacja	waacja	w aː c/ts j a	Japonic	3130	3130	6 7 2 6 7	AXBCZ	WACJA	3	3.W.C 3.A.V 3.C.C 3.J.C 3.A.V	2.0 1.5 1.75 1.5 0.8	waːc/tsja	0
25654	Baoan	1PL pronoun	mangə	mangə	m a n g ə	Mongolic	3130	3130	4 7 4 1 7	AXMBZ	MANKE	5	5.M.C 5.A.V 5.N.c 5.K.C 5.E.V	2.0 1.5 1.1 1.75 0.8	mangə	0
25655	Buriat	1PL pronoun	ma:nar, ma:nad	ma:nar	m aː n a r	Mongolic	3130	3130	4 7 4 7 5	AXBYN	MANAR	8	8.M.C 8.A.V 8.N.C 8.A.V 8.R.c	2.0 1.5 1.75 1.3 0.8	maːnar	0
25656	Dagur	1PL pronoun	ba:	ba:	b aː	Mongolic	3130	3130	1 7	AX	PA	12	12.P.C 12.A.V	2.0 1.5	baː	0
25657	Dongxian	1PL pronoun	matan	matan	m a t a n	Mongolic	3130	3130	4 7 1 7 4	AXBYN	MATAN	14	14.M.C 14.A.V 14.T.C 14.A.V 14.N.c	2.0 1.5 1.75 1.3 0.8	matan	0
25658	Hachijo	1PL pronoun	waira	waira	w ai r a	Japonic	3130	3130	6 7 5 7	AXBZ	WARA	22	22.W.C 22.A.V 22.R.C 22.A.V	2.0 1.5 1.75 0.8	waira	0
25659	Japanese	1PL pronoun	ware-ra	ware-ra	w a r e + r a	Japonic	3130	3130	6 7 5 7 9 5 7	AXBZ_AX	WARE_RA	26	26.W.C 26.A.V 26.R.C 26.E.V 26._._ 26.R.C 26.A.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5	ware+ra	0
25660	Kalmyck	1PL pronoun	ma, madn	ma	m a	Mongolic	3130	3130	4 7	AX	MA	30	30.M.C 30.A.V	2.0 1.5	ma	0
25661	Kamnigan	1PL pronoun	ma:nad, ma:nar, ma:nasu:d	ma:nad	m aː n a d	Mongolic	3130	3130	4 7 4 7 1	AXBYN	MANAT	31	31.M.C 31.A.V 31.N.C 31.A.V 31.T.c	2.0 1.5 1.75 1.3 0.8	maːnad	0
25662	Kangjia	1PL pronoun	mənɔ	mənɔ	m ə n ɔ	Mongolic	3130	3130	4 7 4 7	AXBZ	MENU	32	32.M.C 32.E.V 32.N.C 32.U.V	2.0 1.5 1.75 0.8	mənɔ	0
25663	MiddleMongolianSecretHistory	1PL pronoun	ba	ba	b a	Mongolic	3130	3130	1 7	AX	PA	51	51.P.C 51.A.V	2.0 1.5	ba	0
25664	Oirat	1PL pronoun	madan, mansu:d	madan	m a d a n	Mongolic	3130	3130	4 7 1 7 4	AXBYN	MATAN	67	67.M.C 67.A.V 67.T.C 67.A.V 67.N.c	2.0 1.5 1.75 1.3 0.8	madan	0
25665	OkinawaShuri	1PL pronoun	wattaa	wattaa	w a tː aː	Japonic	3130	3130	6 7 1 7	AXBZ	WATA	68	68.W.C 68.A.V 68.T.C 68.A.V	2.0 1.5 1.75 0.8	watːaː	0
25666	OkinawaYonamine	1PL pronoun	waacaa	waacaa	w aː c/ts aː	Japonic	3130	3130	6 7 2 7	AXBZ	WACA	69	69.W.C 69.A.V 69.C.C 69.A.V	2.0 1.5 1.75 0.8	waːc/tsaː	0
25667	YaeyamaHatoma	1PL pronoun	bee	bee	b eː	Japonic	3130	3130	1 7	AX	PE	98	98.P.C 98.E.V	2.0 1.5	beː	0
25668	YaeyamaIshigaki	1PL pronoun	bagadaa	bagadaa	b a g a d aː	Japonic	3130	3130	1 7 1 7 1 7	AXBYBZ	PAKATA	99	99.P.C 99.A.V 99.K.C 99.A.V 99.T.C 99.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bagadaː	0
25669	Yonaguni	1PL pronoun	bânta	bânta	b â/a n t a	Japonic	3130	3130	1 7 4 1 7	AXMBZ	PANTA	101	101.P.C 101.A.V 101.N.c 101.T.C 101.A.V	2.0 1.5 1.1 1.75 0.8	bâ/anta	0
25670	Azeri	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	4	4.P.C 4.I.V 4.S.c	2.0 1.5 0.8	biz	0
25671	Baoan	1PL pronoun	bədə	bədə	b ə d ə	Mongolic	3131	3131	1 7 1 7	AXBZ	PETE	5	5.P.C 5.E.V 5.T.C 5.E.V	2.0 1.5 1.75 0.8	bədə	0
25672	BarabaTatar	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	6	6.P.C 6.I.V 6.S.c	2.0 1.5 0.8	biz	0
25673	Bashkir	1PL pronoun	beδ	beδ	b e δ/ð	Turkic	3131	3131	1 7 3	AXN	PED	7	7.P.C 7.E.V 7.D.c	2.0 1.5 0.8	beδ/ð	0
25674	Buriat	1PL pronoun	bide, bidener	bide	b i d e	Mongolic	3131	3131	1 7 1 7	AXBZ	PITE	8	8.P.C 8.I.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	bide	0
25675	Chuvash	1PL pronoun	ebir	ebir	e b i r	Turkic	3131	3131	7 1 7 5	XBYN	EPIR	9	9.E.V 9.P.C 9.I.V 9.R.c	1.5 1.75 1.3 0.8	ebir	0
25676	CodexCumanicus	1PL pronoun	bix	bix	b i x	Turkic	3131	3131	1 7 3	AXN	PIG	10	10.P.C 10.I.V 10.G.c	2.0 1.5 0.8	bix	0
25677	CrimeanTatar	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	11	11.P.C 11.I.V 11.S.c	2.0 1.5 0.8	biz	0
25678	Dagur	1PL pronoun	bide	bide	b i d e	Mongolic	3131	3131	1 7 1 7	AXBZ	PITE	12	12.P.C 12.I.V 12.T.C 12.E.V	2.0 1.5 1.75 0.8	bide	0
25679	Dolgan	1PL pronoun	bihigi	bihigi	b i h i g i	Turkic	3131	3131	1 7 3 7 1 7	AXBYBZ	PIHIKI	13	13.P.C 13.I.V 13.H.C 13.I.V 13.K.C 13.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bihigi	0
25680	Dongxian	1PL pronoun	biʥiən	biʥiən	b i dʑ i/j ə n	Mongolic	3131	3131	1 7 2 6 7 4	AXBCYN	PICJEN	14	14.P.C 14.I.V 14.C.C 14.J.C 14.E.V 14.N.c	2.0 1.5 1.75 1.5 1.3 0.8	bidʑi/jən	0
25681	Even	1PL pronoun	mut	mut	m u t	Tungusic	3131	3131	4 7 1	AXN	MYT	16	16.M.C 16.Y.V 16.T.c	2.0 1.5 0.8	mut	0
25682	EvenkiKamnigan	1PL pronoun	miti	miti	m i t i	Tungusic	3131	3131	4 7 1 7	AXBZ	MITI	17	17.M.C 17.I.V 17.T.C 17.I.V	2.0 1.5 1.75 0.8	miti	0
25683	Gagauz	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	19	19.P.C 19.I.V 19.S.c	2.0 1.5 0.8	biz	0
25684	Hezhe	1PL pronoun	bəti	bəti	b ə t i	Tungusic	3131	3131	1 7 1 7	AXBZ	PETI	23	23.P.C 23.E.V 23.T.C 23.I.V	2.0 1.5 1.75 0.8	bəti	0
25685	Kalmyck	1PL pronoun	bidn	bidn	b i d n	Mongolic	3131	3131	1 7 1 4	AXBC	PITN	30	30.P.C 30.I.V 30.T.C 30.N.C	2.0 1.5 1.75 1.5	bidn	0
25686	Kamnigan	1PL pronoun	bidə	bidə	b i d ə	Mongolic	3131	3131	1 7 1 7	AXBZ	PITE	31	31.P.C 31.I.V 31.T.C 31.E.V	2.0 1.5 1.75 0.8	bidə	0
25687	KarachayBalkar	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	33	33.P.C 33.I.V 33.S.c	2.0 1.5 0.8	biz	0
25688	Karaim	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	34	34.P.C 34.I.V 34.S.c	2.0 1.5 0.8	biz	0
25689	KaraKalpak	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	35	35.P.C 35.I.V 35.S.c	2.0 1.5 0.8	biz	0
25690	Kazakh	1PL pronoun	bĭz	bĭz	b ĭ/i z	Turkic	3131	3131	1 7 3	AXN	PIS	36	36.P.C 36.I.V 36.S.c	2.0 1.5 0.8	bĭ/iz	0
25691	KazanTatar	1PL pronoun	bez	bez	b e z	Turkic	3131	3131	1 7 3	AXN	PES	37	37.P.C 37.E.V 37.S.c	2.0 1.5 0.8	bez	0
25692	Khakas	1PL pronoun	pɘs	pɘs	p ɘ s	Turkic	3131	3131	1 7 3	AXN	PES	38	38.P.C 38.E.V 38.S.c	2.0 1.5 0.8	pɘs	0
25693	Khalaj	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	39	39.P.C 39.I.V 39.S.c	2.0 1.5 0.8	biz	0
25694	Khalkha	1PL pronoun	bid	bid	b i d	Mongolic	3131	3131	1 7 1	AXN	PIT	40	40.P.C 40.I.V 40.T.c	2.0 1.5 0.8	bid	0
25695	Kirghiz	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	41	41.P.C 41.I.V 41.S.c	2.0 1.5 0.8	biz	0
25696	Kumyk	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	45	45.P.C 45.I.V 45.S.c	2.0 1.5 0.8	biz	0
25697	MiddleChulym	1PL pronoun	pɘs	pɘs	p ɘ s	Turkic	3131	3131	1 7 3	AXN	PES	49	49.P.C 49.E.V 49.S.c	2.0 1.5 0.8	pɘs	1
25698	MiddleMongolianMuqaddimataladab	1PL pronoun	bida	bida	b i d a	Mongolic	3131	3131	1 7 1 7	AXBZ	PITA	50	50.P.C 50.I.V 50.T.C 50.A.V	2.0 1.5 1.75 0.8	bida	0
25699	MiddleMongolianSecretHistory	1PL pronoun	bida	bida	b i d a	Mongolic	3131	3131	1 7 1 7	AXBZ	PITA	51	51.P.C 51.I.V 51.T.C 51.A.V	2.0 1.5 1.75 0.8	bida	0
25700	Moghol	1PL pronoun	bidâ, bidâ-t	bidâ	b i d â/a	Mongolic	3131	3131	1 7 1 7	AXBZ	PITA	54	54.P.C 54.I.V 54.T.C 54.A.V	2.0 1.5 1.75 0.8	bidâ/a	0
25701	Negidal	1PL pronoun	bittə ~ buttə	bittə	b i tː ə	Tungusic	3131	3131	1 7 1 7	AXBZ	PITE	57	57.P.C 57.I.V 57.T.C 57.E.V	2.0 1.5 1.75 0.8	bitːə	0
25702	Nogai	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	58	58.P.C 58.I.V 58.S.c	2.0 1.5 0.8	biz	0
25703	NorthAltai	1PL pronoun	pis	pis	p i s	Turkic	3131	3131	1 7 3	AXN	PIS	59	59.P.C 59.I.V 59.S.c	2.0 1.5 0.8	pis	0
25704	NorthernEvenkiTura	1PL pronoun	mit	mit	m i t	Tungusic	3131	3131	4 7 1	AXN	MIT	61	61.M.C 61.I.V 61.T.c	2.0 1.5 0.8	mit	0
25705	NorthernEvenkiTutonchany	1PL pronoun	mut	mut	m u t	Tungusic	3131	3131	4 7 1	AXN	MYT	62	62.M.C 62.Y.V 62.T.c	2.0 1.5 0.8	mut	0
25706	Oirat	1PL pronoun	biden, bidnü:s	biden	b i d e n	Mongolic	3131	3131	1 7 1 7 4	AXBYN	PITEN	67	67.P.C 67.I.V 67.T.C 67.E.V 67.N.c	2.0 1.5 1.75 1.3 0.8	biden	0
25707	OldTurkic	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	71	71.P.C 71.I.V 71.S.c	2.0 1.5 0.8	biz	0
25708	Oroch	1PL pronoun	biti	biti	b i t i	Tungusic	3131	3131	1 7 1 7	AXBZ	PITI	72	72.P.C 72.I.V 72.T.C 72.I.V	2.0 1.5 1.75 0.8	biti	0
25709	Oroqen	1PL pronoun	mitiː ~ mir	mitiː	m i t iː	Tungusic	3131	3131	4 7 1 7	AXBZ	MITI	74	74.M.C 74.I.V 74.T.C 74.I.V	2.0 1.5 1.75 0.8	mitiː	0
25710	Salar	1PL pronoun	piser	piser	p i s e r	Turkic	3131	3131	1 7 3 7 5	AXBYN	PISER	75	75.P.C 75.I.V 75.S.C 75.E.V 75.R.c	2.0 1.5 1.75 1.3 0.8	piser	0
25711	Shor	1PL pronoun	pis	pis	p i s	Turkic	3131	3131	1 7 3	AXN	PIS	77	77.P.C 77.I.V 77.S.c	2.0 1.5 0.8	pis	0
25712	Solon	1PL pronoun	mit	mit	m i t	Tungusic	3131	3131	4 7 1	AXN	MIT	78	78.M.C 78.I.V 78.T.c	2.0 1.5 0.8	mit	0
25713	SouthAltai	1PL pronoun	bis	bis	b i s	Turkic	3131	3131	1 7 3	AXN	PIS	79	79.P.C 79.I.V 79.S.c	2.0 1.5 0.8	bis	0
25714	SouthernEvenkiChiringda	1PL pronoun	mit	mit	m i t	Tungusic	3131	3131	4 7 1	AXN	MIT	81	81.M.C 81.I.V 81.T.c	2.0 1.5 0.8	mit	0
25715	StonyEvenkiPTPodkamennayaTunguska	1PL pronoun	mit	mit	m i t	Tungusic	3131	3131	4 7 1	AXN	MIT	87	87.M.C 87.I.V 87.T.c	2.0 1.5 0.8	mit	0
25716	Tofa	1PL pronoun	bister	bister	b i s t e r	Turkic	3131	3131	1 7 3 1 7 5	AXMBYN	PISTER	88	88.P.C 88.I.V 88.S.c 88.T.C 88.E.V 88.R.c	2.0 1.5 1.1 1.75 1.3 0.8	bister	0
25717	Turkish	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	89	89.P.C 89.I.V 89.S.c	2.0 1.5 0.8	biz	0
25718	Turkmen	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	90	90.P.C 90.I.V 90.S.c	2.0 1.5 0.8	biz	0
25719	Tuvan	1PL pronoun	bis	bis	b i s	Turkic	3131	3131	1 7 3	AXN	PIS	91	91.P.C 91.I.V 91.S.c	2.0 1.5 0.8	bis	0
25720	Udihe	1PL pronoun	minti	minti	m i n t i	Tungusic	3131	3131	4 7 4 1 7	AXMBZ	MINTI	92	92.M.C 92.I.V 92.N.c 92.T.C 92.I.V	2.0 1.5 1.1 1.75 0.8	minti	0
25721	Uyghur	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	94	94.P.C 94.I.V 94.S.c	2.0 1.5 0.8	biz	0
25722	Uzbek	1PL pronoun	biz	biz	b i z	Turkic	3131	3131	1 7 3	AXN	PIS	95	95.P.C 95.I.V 95.S.c	2.0 1.5 0.8	biz	0
25723	WestYugur	1PL pronoun	mïs, mïster	mïs	m ï/ɨ s	Turkic	3131	3131	4 7 3	AXN	MIS	96	96.M.C 96.I.V 96.S.c	2.0 1.5 0.8	mï/ɨs	0
25724	Xibe	1PL pronoun	məs	məs	m ə s	Tungusic	3131	3131	4 7 3	AXN	MES	97	97.M.C 97.E.V 97.S.c	2.0 1.5 0.8	məs	0
25725	Yakut	1PL pronoun	bihigi	bihigi	b i h i g i	Turkic	3131	3131	1 7 3 7 1 7	AXBYBZ	PIHIKI	100	100.P.C 100.I.V 100.H.C 100.I.V 100.K.C 100.I.V	2.0 1.5 1.75 1.3 1.75 0.8	bihigi	0
#
1388	Kumamoto	1SG	oru	oru	o r u	Japonic	116	116	7 5 7	XBZ	URY	44	44.U.V 44.R.C 44.Y.V	1.5 1.75 0.8	oru	0
